수주번호,거래처코드,제품코드,"영업등록구분(계획, 추가)",수주량,수주단가,수주금액,수주예정일자,수주일자,납기예정일자,납기일자,생산계획확정여부,자재계획확정여부,판매수량,진행현황,적재창고위치,적재창고위치명,긴급여부,비고
HR1021022243,2003200,PEMA013105210,계획,9000,1020,9180000,2021-02-22,2021-02-22,2021-02-25,2021-02-25,Y,Y,9000,완료,20000,태안,N,
HR1521022213,2003300,PEMA023080800,계획,10000,1021,10210000,2021-02-22,2021-02-22,2021-02-25,2021-02-25,Y,Y,10000,완료,20000,태안,N,
HR1521022217,2003400,PEMA023092101,계획,7000,1022,7154000,2021-02-22,2021-02-22,2021-02-25,2021-02-25,Y,Y,7000,완료,20000,태안,N,
HR1521022219,2003500,PEMA033030500,계획,12000,1023,12276000,2021-02-22,2021-02-22,2021-02-25,2021-02-25,Y,Y,12000,완료,20000,태안,N,
HR1521022239,2003600,PEMA053046500,계획,5000,1024,5120000,2021-02-22,2021-02-22,2021-02-25,2021-02-25,Y,Y,5000,완료,20000,태안,N,
PEMA210223,2003700,PCA021027605,계획,12100,1025,12402500,2021-02-21,2021-02-21,2021-02-24,2021-02-24,Y,Y,12100,완료,20000,태안,N,
PR1021022210,2003800,PEMA023129801,계획,3000,1026,3078000,2021-02-22,2021-02-22,2021-02-25,2021-02-25,Y,Y,3000,완료,20000,태안,N,
PR1021022210,2003900,PEMA023129801,계획,22000,1027,22594000,2021-02-22,2021-02-22,2021-02-25,2021-02-25,Y,Y,22000,완료,20000,태안,N,
PR1021022234,2004000,PEMA013901520,계획,20000,1028,20560000,2021-02-22,2021-02-22,2021-02-25,2021-02-25,Y,Y,20000,완료,20000,태안,N,
SR2021022214,2004100,PEMA033078017,계획,5000,1029,5145000,2021-02-22,2021-02-22,2021-02-25,2021-02-25,Y,Y,5000,완료,20000,태안,N,
SR2021022221,2004104,PEMA043080500,계획,5000,1030,5150000,2021-02-22,2021-02-22,2021-02-25,2021-02-25,Y,Y,5000,완료,20000,태안,N,
SR2021022222,2004200,PEMA043080500,계획,2000,1031,2062000,2021-02-22,2021-02-22,2021-02-25,2021-02-25,Y,Y,2000,완료,20000,태안,N,
SR2021022238,2004300,PEMA043062000,계획,6000,1032,6192000,2021-02-22,2021-02-22,2021-02-25,2021-02-25,Y,Y,6000,완료,20000,태안,N,
SR3F21022220,2004400,PEMA063030500,계획,3000,1033,3099000,2021-02-22,2021-02-22,2021-02-25,2021-02-25,Y,Y,3000,완료,20000,태안,N,
SR3F21022235,2004500,PEMA023030801,계획,6000,1034,6204000,2021-02-22,2021-02-22,2021-02-25,2021-02-25,Y,Y,6000,완료,20000,태안,N,
500F21022309,2004600,PEMA023058600,계획,15000,1035,15525000,2021-02-23,2021-02-23,2021-02-26,2021-02-26,Y,Y,15000,완료,20000,태안,N,
580F21022311,2004700,PEMA073050413,계획,15000,1036,15540000,2021-02-23,2021-02-23,2021-02-26,2021-02-26,Y,Y,15000,완료,20000,태안,N,
580F21022312,2004800,PEMA013099150,계획,20000,1037,20740000,2021-02-23,2021-02-23,2021-02-26,2021-02-26,Y,Y,20000,완료,20000,태안,N,
CR1021022315,2004901,PEMA023123000,계획,3000,1038,3114000,2021-02-23,2021-02-23,2021-02-26,2021-02-26,Y,Y,3000,완료,20000,태안,N,
CR1021022316,2005000,PEMA023123000,계획,7000,1039,7273000,2021-02-23,2021-02-23,2021-02-26,2021-02-26,Y,Y,7000,완료,20000,태안,N,
CSA421022326,2005100,PEMA013046500,계획,5000,1040,5200000,2021-02-23,2021-02-23,2021-02-26,2021-02-26,Y,Y,5000,완료,20000,태안,N,
CSA521022310,2005200,PEMA023052200,계획,10000,1041,10410000,2021-02-23,2021-02-23,2021-02-26,2021-02-26,Y,Y,10000,완료,20000,태안,N,
CSA521022324,2005300,PEMA553048200,계획,10000,1042,10420000,2021-02-23,2021-02-23,2021-02-26,2021-02-26,Y,Y,10000,완료,20000,태안,N,
CSA521022334,2005400,PEMA013111300,계획,10000,1043,10430000,2021-02-23,2021-02-23,2021-02-26,2021-02-26,Y,Y,10000,완료,20000,태안,N,
CSA521022335,2005500,PEMA023035315,계획,8000,1044,8352000,2021-02-23,2021-02-23,2021-02-26,2021-02-26,Y,Y,8000,완료,20000,태안,N,
CSA521022342,2005600,PEMA023001000,계획,10000,1045,10450000,2021-02-23,2021-02-23,2021-02-26,2021-02-26,Y,Y,10000,완료,20000,태안,N,
HR1021022228,2005700,PEMA013039505,계획,7000,1046,7322000,2021-02-23,2021-02-23,2021-02-26,2021-02-26,Y,Y,7000,완료,20000,태안,N,
HR1021022230,2005800,PEMA013049304,계획,10000,1047,10470000,2021-02-22,2021-02-22,2021-02-25,2021-02-25,Y,Y,10000,완료,20000,태안,N,
HR1021022244,2005900,PEMA013010100,계획,10000,1048,10480000,2021-02-22,2021-02-22,2021-02-25,2021-02-25,Y,Y,10000,완료,20000,태안,N,
HR1021022245,2006000,PEMA013041507,계획,7000,1049,7343000,2021-02-22,2021-02-22,2021-02-25,2021-02-25,Y,Y,7000,완료,20000,태안,N,
HR1021022246,2006100,PEMA013099140,계획,3000,1050,3150000,2021-02-22,2021-02-22,2021-02-25,2021-02-25,Y,Y,3000,완료,20000,태안,N,
HR1021022247,2006200,PEMA013099140,계획,7000,1051,7357000,2021-02-23,2021-02-23,2021-02-26,2021-02-26,Y,Y,7000,완료,20000,태안,N,
HR1021022248,2006300,PEMA033088300,계획,10000,1052,10520000,2021-02-22,2021-02-22,2021-02-25,2021-02-25,Y,Y,10000,완료,20000,태안,N,
HR1021022314,2006400,PEMA623022500,계획,10000,1053,10530000,2021-02-23,2021-02-23,2021-02-26,2021-02-26,Y,Y,10000,완료,20000,태안,N,
HR1021022322,2006500,PEMA043101200,계획,10000,1054,10540000,2021-02-23,2021-02-23,2021-02-26,2021-02-26,Y,Y,10000,완료,20000,태안,N,
HR1021022323,2006600,PEMA013125010,계획,5000,1055,5275000,2021-02-23,2021-02-23,2021-02-26,2021-02-26,Y,Y,5000,완료,20000,태안,N,
HR1021022325,2006606,PEMA153001100,계획,5000,1056,5280000,2021-02-23,2021-02-23,2021-02-26,2021-02-26,Y,Y,5000,완료,20000,태안,N,
HR1021022327,2006609,PEMA033046500,계획,10000,1057,10570000,2021-02-23,2021-02-23,2021-02-26,2021-02-26,Y,Y,10000,완료,20000,태안,N,
HR1021022328,2006612,PEMA013017400,계획,5000,1058,5290000,2021-02-23,2021-02-23,2021-02-26,2021-02-26,Y,Y,5000,완료,20000,태안,N,
HR1021022331,2006700,PEMA013005900,계획,10000,1059,10590000,2021-02-23,2021-02-23,2021-02-26,2021-02-26,Y,Y,10000,완료,20000,태안,N,
HR1021022332,2006800,PEMA013072100,계획,8000,1060,8480000,2021-02-23,2021-02-23,2021-02-26,2021-02-26,Y,Y,8000,완료,20000,태안,N,
HR1021022333,2006900,PEMA013089230,계획,10000,1061,10610000,2021-02-23,2021-02-23,2021-02-26,2021-02-26,Y,Y,10000,완료,20000,태안,N,
HR1021022336,2007000,PEMA023061900,계획,8000,1062,8496000,2021-02-23,2021-02-23,2021-02-26,2021-02-26,Y,Y,8000,완료,20000,태안,N,
HR1021022338,2007100,PEMA033041500,계획,10000,1063,10630000,2021-02-23,2021-02-23,2021-02-26,2021-02-26,Y,Y,10000,완료,20000,태안,N,
HR1021022340,2007200,PEMA043001100,계획,10000,1064,10640000,2021-02-23,2021-02-23,2021-02-26,2021-02-26,Y,Y,10000,완료,20000,태안,N,
HR1021022341,2007302,PEMA213048300,계획,8000,1065,8520000,2021-02-23,2021-02-23,2021-02-26,2021-02-26,Y,Y,8000,완료,20000,태안,N,
HR1521022313,2007400,PEMA023022400,계획,10000,1066,10660000,2021-02-23,2021-02-23,2021-02-26,2021-02-26,Y,Y,10000,완료,20000,태안,N,
HR1521022317,2007500,PEMA053031200,계획,10000,1067,10670000,2021-02-23,2021-02-23,2021-02-26,2021-02-26,Y,Y,10000,완료,20000,태안,N,
HR1521022319,2007600,PEMA033002600,계획,4000,1068,4272000,2021-02-23,2021-02-23,2021-02-26,2021-02-26,Y,Y,4000,완료,20000,태안,N,
HR1521022329,2007700,PEMA043011800,계획,10000,1069,10690000,2021-02-23,2021-02-23,2021-02-26,2021-02-26,Y,Y,10000,완료,20000,태안,N,
HR1521022330,2007800,PEMA063048100,계획,2000,1070,2140000,2021-02-23,2021-02-23,2021-02-26,2021-02-26,Y,Y,2000,완료,20000,태안,N,
HR1521022345,2001102,PEMA013046101,계획,4000,1071,4284000,2021-02-23,2021-02-23,2021-02-26,2021-02-26,Y,Y,4000,완료,20000,태안,N,
HR1521022346,2001200,PEMA013046101,계획,4000,1072,4288000,2021-02-23,2021-02-23,2021-02-26,2021-02-26,Y,Y,4000,완료,20000,태안,N,
SP1021022343,2001300,TSN4012001214,계획,10000,1073,10730000,2021-02-23,2021-02-23,2021-02-26,2021-02-26,Y,Y,10000,완료,20000,태안,N,
SP1021022344,2001400,TSN4012043602,계획,10000,1074,10740000,2021-02-23,2021-02-23,2021-02-26,2021-02-26,Y,Y,10000,완료,20000,태안,N,
SR2021022320,2001500,PEMA043091500,계획,2000,1075,2150000,2021-02-23,2021-02-23,2021-02-26,2021-02-26,Y,Y,2000,완료,20000,태안,N,
SR2021022321,2001600,PEMA043091500,계획,10000,1076,10760000,2021-02-23,2021-02-23,2021-02-26,2021-02-26,Y,Y,10000,완료,20000,태안,N,
SR2021022347,2001700,PEMA043046101,계획,3000,1077,3231000,2021-02-23,2021-02-23,2021-02-26,2021-02-26,Y,Y,3000,완료,20000,태안,N,
SR2021022348,2001800,PEMA043046101,계획,3000,1078,3234000,2021-02-23,2021-02-23,2021-02-26,2021-02-26,Y,Y,3000,완료,20000,태안,N,
SR2A21022337,2002000,PEMA023117801,계획,5000,1079,5395000,2021-02-23,2021-02-23,2021-02-26,2021-02-26,Y,Y,5000,완료,20000,태안,N,
SR3F21022308,2002100,PEMA013081906,계획,3000,1080,3240000,2021-02-23,2021-02-23,2021-02-26,2021-02-26,Y,Y,3000,완료,20000,태안,N,
SR3F21022318,2002200,PEMA023002600,계획,5000,1081,5405000,2021-02-23,2021-02-23,2021-02-26,2021-02-26,Y,Y,5000,완료,20000,태안,N,
SR3F21022339,2002300,PEMA033041501,계획,5000,1082,5410000,2021-02-23,2021-02-23,2021-02-26,2021-02-26,Y,Y,5000,완료,20000,태안,N,
500F21022404,2002400,PEMA023058600,계획,23000,1083,24909000,2021-02-24,2021-02-24,2021-02-27,2021-02-27,Y,Y,23000,완료,20000,태안,N,
500F21022404,2002500,PEMA023058600,계획,2000,1084,2168000,2021-02-24,2021-02-24,2021-02-27,2021-02-27,Y,Y,2000,완료,20000,태안,N,
580F21022409,2002600,PEMA033103000,계획,15000,1085,16275000,2021-02-24,2021-02-24,2021-02-27,2021-02-27,Y,Y,15000,완료,20000,태안,N,
CSA421022431,2002700,PEMA033030400,계획,7000,1086,7602000,2021-02-24,2021-02-24,2021-02-27,2021-02-27,Y,Y,7000,완료,20000,태안,N,
CSA521022349,2002800,PEMA823048300,계획,10000,1087,10870000,2021-02-24,2021-02-24,2021-02-27,2021-02-27,Y,Y,10000,완료,20000,태안,N,
CSA521022424,2002900,PEMA103048200,계획,10000,1088,10880000,2021-02-24,2021-02-24,2021-02-27,2021-02-27,Y,Y,10000,완료,20000,태안,N,
CSA521022430,2003000,PEMA023091600,계획,5000,1089,5445000,2021-02-24,2021-02-24,2021-02-27,2021-02-27,Y,Y,5000,완료,20000,태안,N,
CSA521022432,2003100,PEMA033035309,계획,6000,1090,6540000,2021-02-24,2021-02-24,2021-02-27,2021-02-27,Y,Y,6000,완료,20000,태안,N,
HR1021022414,2003200,PEMA013013010,계획,8000,1091,8728000,2021-02-24,2021-02-24,2021-02-27,2021-02-27,Y,Y,8000,완료,20000,태안,N,
HR1021022415,2003300,PEMA033079200,계획,10000,1092,10920000,2021-02-24,2021-02-24,2021-02-27,2021-02-27,Y,Y,10000,완료,20000,태안,N,
HR1021022416,2003400,PEMA013060100,계획,10000,1093,10930000,2021-02-24,2021-02-24,2021-02-27,2021-02-27,Y,Y,10000,완료,20000,태안,N,
HR1021022417,2003500,PEMA013122400,계획,8000,1094,8752000,2021-02-24,2021-02-24,2021-02-27,2021-02-27,Y,Y,8000,완료,20000,태안,N,
HR1021022418,2003600,PEMA013060100,계획,10000,1095,10950000,2021-02-24,2021-02-24,2021-02-27,2021-02-27,Y,Y,10000,완료,20000,태안,N,
HR1021022421,2003700,PEMA013023016,계획,5000,1096,5480000,2021-02-24,2021-02-24,2021-02-27,2021-02-27,Y,Y,5000,완료,20000,태안,N,
HR1021022422,2003800,PEMA013118500,계획,10000,1097,10970000,2021-02-24,2021-02-24,2021-02-27,2021-02-27,Y,Y,10000,완료,20000,태안,N,
HR1021022428,2003900,PEMA013059605,계획,10000,1098,10980000,2021-02-24,2021-02-24,2021-02-27,2021-02-27,Y,Y,10000,완료,20000,태안,N,
HR1021022429,2004000,PEMA013068400,계획,5000,1099,5495000,2021-02-24,2021-02-24,2021-02-27,2021-02-27,Y,Y,5000,완료,20000,태안,N,
HR1021022433,2004100,PEMA043030401,계획,8000,1100,8800000,2021-02-24,2021-02-24,2021-02-27,2021-02-27,Y,Y,8000,완료,20000,태안,N,
HR1521022405,2004104,PEMA013082100,계획,10000,1101,11010000,2021-02-24,2021-02-24,2021-02-27,2021-02-27,Y,Y,10000,완료,20000,태안,N,
HR1521022407,2004200,PEMA013002500,계획,15000,1102,16530000,2021-02-24,2021-02-24,2021-02-27,2021-02-27,Y,Y,15000,완료,20000,태안,N,
HR1521022408,2004300,PEMA013111900,계획,8000,1103,8824000,2021-02-24,2021-02-24,2021-02-27,2021-02-27,Y,Y,8000,완료,20000,태안,N,
HR1521022410,2004400,PEMA033021700,계획,10000,1104,11040000,2021-02-24,2021-02-24,2021-02-27,2021-02-27,Y,Y,10000,완료,20000,태안,N,
HR1521022412,2004500,PEMA023125200,계획,8000,1105,8840000,2021-02-24,2021-02-24,2021-02-27,2021-02-27,Y,Y,8000,완료,20000,태안,N,
HR1521022413,2004600,PEMA023125200,계획,8000,1106,8848000,2021-02-24,2021-02-24,2021-02-27,2021-02-27,Y,Y,8000,완료,20000,태안,N,
HR1521022419,2004700,PEMA023026300,계획,10000,1107,11070000,2021-02-24,2021-02-24,2021-02-27,2021-02-27,Y,Y,10000,완료,20000,태안,N,
HR1521022422,2004800,PEMA033014200,계획,10000,1108,11080000,2021-02-24,2021-02-24,2021-02-27,2021-02-27,Y,Y,10000,완료,20000,태안,N,
HR1521022423,2004901,PEMA033014200,계획,10000,1109,11090000,2021-02-24,2021-02-24,2021-02-27,2021-02-27,Y,Y,10000,완료,20000,태안,N,
HR1521022425,2005000,PEMA023041503,계획,10000,1110,11100000,2021-02-24,2021-02-24,2021-02-27,2021-02-27,Y,Y,10000,완료,20000,태안,N,
HR1521022426,2005100,PEMA043049101,계획,8000,1111,8888000,2021-02-24,2021-02-24,2021-02-27,2021-02-27,Y,Y,8000,완료,20000,태안,N,
PR1021022411,2005200,PEMA013901600,계획,10000,1112,11120000,2021-02-24,2021-02-24,2021-02-27,2021-02-27,Y,Y,10000,완료,20000,태안,N,
PR1021022420,2005300,PEMA013024804,계획,20000,1113,22260000,2021-02-24,2021-02-24,2021-02-27,2021-02-27,Y,Y,20000,완료,20000,태안,N,
SR2021022406,2005400,PEMA033082100,계획,10000,1114,11140000,2021-02-24,2021-02-24,2021-02-27,2021-02-27,Y,Y,10000,완료,20000,태안,N,
SR2021022427,2005500,PEMA013035700,계획,10000,1115,11150000,2021-02-24,2021-02-24,2021-02-27,2021-02-27,Y,Y,10000,완료,20000,태안,N,
580F21022504,2005600,PEMA013099150,계획,20000,1116,22320000,2021-02-25,2021-02-25,2021-02-28,2021-02-28,Y,Y,20000,완료,20000,태안,N,
AE21022437,2005700,SSA013035307,계획,1000,1117,1117000,2021-02-24,2021-02-24,2021-02-27,2021-02-27,Y,Y,1000,완료,20000,태안,N,
AE21022438,2005800,SSA013082500,계획,10000,1118,11180000,2021-02-24,2021-02-24,2021-02-27,2021-02-27,Y,Y,10000,완료,20000,태안,N,
AE21022515,2005900,SSA073046500,계획,1000,1119,1119000,2021-02-25,2021-02-25,2021-02-28,2021-02-28,Y,Y,1000,완료,20000,태안,N,
CSA521022435,2006000,PEMA033035307,계획,8000,1120,8960000,2021-02-24,2021-02-24,2021-02-27,2021-02-27,Y,Y,8000,완료,20000,태안,N,
CSA521022522,2006100,PEMA033023004,계획,7000,1121,7847000,2021-02-25,2021-02-25,2021-02-28,2021-02-28,Y,Y,7000,완료,20000,태안,N,
HR1021022434,2006200,PEMA013082500,계획,10000,1122,11220000,2021-02-24,2021-02-24,2021-02-27,2021-02-27,Y,Y,10000,완료,20000,태안,N,
HR1021022502,2006300,PEMA023077800,계획,7000,1123,7861000,2021-02-25,2021-02-25,2021-02-28,2021-02-28,Y,Y,7000,완료,20000,태안,N,
HR1021022510,2006400,PEMA033009000,계획,10000,1124,11240000,2021-02-25,2021-02-25,2021-02-28,2021-02-28,Y,Y,10000,완료,20000,태안,N,
HR1021022511,2006500,PEMA023058622,계획,5000,1125,5625000,2021-02-25,2021-02-25,2021-02-28,2021-02-28,Y,Y,5000,완료,20000,태안,N,
HR1021022516,2006600,PEMA043023200,계획,8000,1126,9008000,2021-02-25,2021-02-25,2021-02-28,2021-02-28,Y,Y,8000,완료,20000,태안,N,
HR1021022517,2006606,PEMA013112900,계획,5000,1127,5635000,2021-02-25,2021-02-25,2021-02-28,2021-02-28,Y,Y,5000,완료,20000,태안,N,
HR1021022522,2006609,PEMA053049403,계획,5000,1128,5640000,2021-02-25,2021-02-25,2021-02-28,2021-02-28,Y,Y,5000,완료,20000,태안,N,
HR1021022526,2006612,PEMA013061000,계획,10000,1129,11290000,2021-02-25,2021-02-25,2021-02-28,2021-02-28,Y,Y,10000,완료,20000,태안,N,
HR1021022527,2006700,PEMA013063800,계획,10000,1130,11300000,2021-02-25,2021-02-25,2021-02-28,2021-02-28,Y,Y,10000,완료,20000,태안,N,
HR1021022530,2006800,PEMA013108400,계획,8000,1131,9048000,2021-02-25,2021-02-25,2021-02-28,2021-02-28,Y,Y,8000,완료,20000,태안,N,
HR1021022533,2006900,PEMA033088300,계획,5000,1132,5660000,2021-02-25,2021-02-25,2021-02-28,2021-02-28,Y,Y,5000,완료,20000,태안,N,
HR1021022534,2007000,PEMA033088300,계획,7000,1133,7931000,2021-02-25,2021-02-25,2021-02-28,2021-02-28,Y,Y,7000,완료,20000,태안,N,
HR1021022535,2007100,PEMA13031400,계획,10000,1134,11340000,2021-02-25,2021-02-25,2021-02-28,2021-02-28,Y,Y,10000,완료,20000,태안,N,
HR1021022536,2007200,PEMA013041507,계획,7000,1135,7945000,2021-02-25,2021-02-25,2021-02-28,2021-02-28,Y,Y,7000,완료,20000,태안,N,
HR1021022537,2007302,PEMA013103100,계획,7000,1136,7952000,2021-02-26,2021-02-26,2021-03-01,2021-03-01,Y,Y,7000,완료,20000,태안,N,
HR1521022436,2007400,PEMA053046500,계획,7000,1137,7959000,2021-02-24,2021-02-24,2021-02-27,2021-02-27,Y,Y,7000,완료,20000,태안,N,
HR1521022505,2007500,PEMA023110500,계획,3000,1138,3414000,2021-02-25,2021-02-25,2021-02-28,2021-02-28,Y,Y,3000,완료,20000,태안,N,
HR1521022506,2007600,PEMA023110500,계획,3000,1139,3417000,2021-02-25,2021-02-25,2021-02-28,2021-02-28,Y,Y,3000,완료,20000,태안,N,
HR1521022509,2007700,PEMA133057600,계획,10000,1140,11400000,2021-02-25,2021-02-25,2021-02-28,2021-02-28,Y,Y,10000,완료,20000,태안,N,
HR1521022513,2007800,PEMA053038600,계획,5000,1141,5705000,2021-02-25,2021-02-25,2021-02-28,2021-02-28,Y,Y,5000,완료,20000,태안,N,
HR1521022518,2001102,PEMA033006900,계획,10000,1142,11420000,2021-02-25,2021-02-25,2021-02-28,2021-02-28,Y,Y,10000,완료,20000,태안,N,
HR1521022524,2001200,PEMA013007300,계획,10000,1143,11430000,2021-02-25,2021-02-25,2021-02-28,2021-02-28,Y,Y,10000,완료,20000,태안,N,
HR1521022525,2001300,PEMA013028200,계획,10000,1144,11440000,2021-02-25,2021-02-25,2021-02-28,2021-02-28,Y,Y,10000,완료,20000,태안,N,
HR1521022528,2001400,PEMA013071300,계획,5000,1145,5725000,2021-02-25,2021-02-25,2021-02-28,2021-02-28,Y,Y,5000,완료,20000,태안,N,
HR1521022538,2001500,PEMA013120100,계획,10000,1146,11460000,2021-02-26,2021-02-26,2021-03-01,2021-03-01,Y,Y,10000,완료,20000,태안,N,
PCM221022519,2001600,PEMA063061300,계획,5000,1147,5735000,2021-02-25,2021-02-25,2021-02-28,2021-02-28,Y,Y,5000,완료,20000,태안,N,
PCM221022523,2001700,PEMA043031800,계획,7000,1148,8036000,2021-02-25,2021-02-25,2021-02-28,2021-02-28,Y,Y,7000,완료,20000,태안,N,
PCMB21022520,2001800,PEMA073061300,계획,5000,1149,5745000,2021-02-25,2021-02-25,2021-02-28,2021-02-28,Y,Y,5000,완료,20000,태안,N,
PR1021022503,2002000,PEMA023033303,계획,15000,1150,17250000,2021-02-25,2021-02-25,2021-02-28,2021-02-28,Y,Y,15000,완료,20000,태안,N,
SP1021022501,2002100,TSN4012001730,계획,5000,1151,5755000,2021-02-25,2021-02-25,2021-02-28,2021-02-28,Y,Y,5000,완료,20000,태안,N,
SR2021022507,2002200,PEMA043110500,계획,1000,1152,1152000,2021-02-25,2021-02-25,2021-02-28,2021-02-28,Y,Y,1000,완료,20000,태안,N,
SR2021022508,2002300,PEMA043110500,계획,1000,1153,1153000,2021-02-25,2021-02-25,2021-02-28,2021-02-28,Y,Y,1000,완료,20000,태안,N,
SR2021022512,2002400,PEMA023041301,계획,5000,1154,5770000,2021-02-25,2021-02-25,2021-02-28,2021-02-28,Y,Y,5000,완료,20000,태안,N,
SR2021022532,2002500,PEMA033072700,계획,5000,1155,5775000,2021-02-25,2021-02-25,2021-02-28,2021-02-28,Y,Y,5000,완료,20000,태안,N,
SR3F21022514,2002600,PEMA013038600,계획,4000,1156,4624000,2021-02-25,2021-02-25,2021-02-28,2021-02-28,Y,Y,4000,완료,20000,태안,N,
SR3F21022531,2002700,PEMA023106100,계획,10000,1157,11570000,2021-02-25,2021-02-25,2021-02-28,2021-02-28,Y,Y,10000,완료,20000,태안,N,
500F21022610,2002800,PEMA023058600,계획,15000,1158,17370000,2021-02-26,2021-02-26,2021-03-01,2021-03-01,Y,Y,15000,완료,20000,태안,N,
580F21022611,2002900,PEMA043090700,계획,15000,1159,17385000,2021-02-26,2021-02-26,2021-03-01,2021-03-01,Y,Y,15000,완료,20000,태안,N,
CSA521022529,2003000,PEMA013072700,계획,10000,1160,11600000,2021-02-26,2021-02-26,2021-03-01,2021-03-01,Y,Y,10000,완료,20000,태안,N,
CSA521022602,2003100,PEMA003039101,계획,10000,1161,11610000,2021-02-26,2021-02-26,2021-03-01,2021-03-01,Y,Y,10000,완료,20000,태안,N,
CSA521022605,2003200,PEMA033035307,계획,7000,1162,8134000,2021-02-26,2021-02-26,2021-03-01,2021-03-01,Y,Y,7000,완료,20000,태안,N,
CSA521022615,2003300,PEMA023105210,계획,15000,1163,17445000,2021-02-26,2021-02-26,2021-03-01,2021-03-01,Y,Y,15000,완료,20000,태안,N,
CSA521022617,2003400,PEMA043080115,계획,6000,1164,6984000,2021-02-26,2021-02-26,2021-03-01,2021-03-01,Y,Y,6000,완료,20000,태안,N,
CSA521022618,2003500,PEMA083017000,계획,14000,1165,16310000,2021-02-26,2021-02-26,2021-03-01,2021-03-01,Y,Y,14000,완료,20000,태안,N,
HR1021022606,2003600,PEMA023024802,계획,10000,1166,11660000,2021-02-26,2021-02-26,2021-03-01,2021-03-01,Y,Y,10000,완료,20000,태안,N,
HR1021022608,2003700,PEMA013010100,계획,10000,1167,11670000,2021-02-26,2021-02-26,2021-03-01,2021-03-01,Y,Y,10000,완료,20000,태안,N,
HR1021022609,2003800,PEMA063041501,계획,7000,1168,8176000,2021-02-26,2021-02-26,2021-03-01,2021-03-01,Y,Y,7000,완료,20000,태안,N,
